,squad,players_used,possession,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s_gk,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_og_for,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
10,Lecce,30.0,44.6,38.0,418.0,3420.0,52.0,30.0,11.0,15.0,98.0,5.0,1.37,0.79,2.16,1.08,1.87,53.8,43.0,30.9,1.42,0.81,2.23,1.13,1.95,38.0,38.0,3420.0,85.0,2.24,244.0,172.0,0.697,9.0,8.0,21.0,3.0,7.9,13.0,11.0,2.0,0.0,38.0,1.0,13.0,3.0,90.1,0.34,8.1,0.21,171.0,418.0,40.9,757.0,221.0,37.1,35.1,375.0,36.5,31.9,443.0,25.0,5.6,13.0,0.34,13.3,511.0,163.0,16.0,31.9,13.45,4.29,0.08,0.25,0.09,-1.8,-2.0,13757.0,17086.0,80.5,277632.0,94283.0,267.0,687.0,38.9,9835.0,11120.0,88.4,3655.0,5279.0,69.2,-0.9,380.0,887.0,348.0,131.0,1453.0,15243.0,1843.0,568.0,20.0,2578.0,598.0,710.0,183.0,7.0,31.0,6.0,10724.0,2703.0,3659.0,5776.0,9594.0,486.0,594.0,330.0,59.0,252.0,242.0,455.0,828.0,21.79,648.0,65.0,35.0,33.0,47.0,87.0,2.29,53.0,9.0,5.0,8.0,12.0,0.0,577.0,387.0,309.0,203.0,65.0,212.0,683.0,31.0,471.0,5395.0,1350.0,25.0,2155.0,2245.0,995.0,624.0,170.0,5.0,454.0,381.0,893.0,12.0,21337.0,2986.0,8158.0,9452.0,5167.0,824.0,19546.0,325.0,512.0,63.5,350.0,19.0,13326.0,83608.0,48026.0,15992.0,13757.0,86.0,380.0,365.0,2.0,468.0,490.0,67.0,10.0,13.0,3.0,2887.0,488.0,526.0,48.1
11,Milan,32.0,55.1,38.0,418.0,3420.0,60.0,38.0,8.0,9.0,97.0,6.0,1.58,1.0,2.58,1.37,2.37,60.1,53.5,42.3,1.58,1.11,2.7,1.41,2.52,38.0,38.0,3420.0,46.0,1.21,145.0,105.0,0.717,19.0,9.0,10.0,12.0,31.6,10.0,5.0,5.0,0.0,38.0,1.0,7.0,1.0,50.5,0.29,5.5,0.14,236.0,501.0,47.1,936.0,183.0,38.8,34.6,279.0,49.5,39.1,326.0,31.0,9.5,22.0,0.58,14.8,611.0,188.0,24.0,30.8,16.08,4.95,0.09,0.28,0.09,-0.1,-1.5,17281.0,20770.0,83.2,331896.0,107646.0,325.0,738.0,44.0,13033.0,14563.0,89.5,3923.0,5469.0,71.7,-4.3,469.0,1282.0,413.0,100.0,1805.0,18904.0,1866.0,552.0,40.0,3059.0,527.0,707.0,208.0,83.0,76.0,5.0,14084.0,3144.0,3542.0,8211.0,10510.0,590.0,743.0,301.0,52.0,261.0,302.0,439.0,991.0,26.08,756.0,67.0,74.0,46.0,47.0,99.0,2.61,63.0,5.0,10.0,8.0,12.0,1.0,649.0,412.0,306.0,261.0,82.0,206.0,652.0,31.6,446.0,6229.0,1753.0,28.1,1931.0,2841.0,1457.0,570.0,121.0,3.0,449.0,435.0,693.0,12.0,25056.0,2452.0,7401.0,12420.0,6986.0,1067.0,23253.0,455.0,703.0,64.7,478.0,22.0,16900.0,99834.0,55548.0,19643.0,17281.0,88.0,438.0,447.0,2.0,545.0,459.0,63.0,4.0,9.0,1.0,3185.0,567.0,512.0,52.5
12,Napoli,25.0,59.5,38.0,418.0,3420.0,60.0,45.0,5.0,5.0,73.0,2.0,1.58,1.18,2.76,1.45,2.63,62.5,58.8,47.7,1.65,1.26,2.9,1.55,2.8,38.0,38.0,3420.0,50.0,1.32,130.0,83.0,0.669,18.0,8.0,12.0,7.0,18.4,8.0,7.0,1.0,0.0,38.0,1.0,5.0,1.0,45.7,0.3,-3.3,-0.09,103.0,242.0,42.6,847.0,143.0,23.6,28.2,221.0,19.0,24.2,280.0,19.0,6.8,15.0,0.39,12.9,682.0,225.0,17.0,33.0,17.95,5.92,0.08,0.24,0.09,-2.5,-3.8,21245.0,24509.0,86.7,389931.0,115007.0,386.0,862.0,44.8,16577.0,18007.0,92.1,4282.0,5640.0,75.9,-2.7,537.0,1647.0,441.0,96.0,1974.0,22647.0,1862.0,606.0,54.0,3588.0,690.0,826.0,222.0,72.0,97.0,13.0,17944.0,3375.0,3190.0,7992.0,14804.0,504.0,709.0,270.0,43.0,267.0,284.0,514.0,1095.0,28.82,865.0,73.0,69.0,52.0,35.0,101.0,2.66,69.0,9.0,4.0,11.0,7.0,1.0,577.0,377.0,260.0,226.0,91.0,217.0,599.0,36.2,382.0,5590.0,1573.0,28.1,1551.0,2432.0,1607.0,535.0,104.0,5.0,431.0,339.0,566.0,9.0,28332.0,2339.0,7684.0,14301.0,8295.0,1062.0,26555.0,392.0,631.0,62.1,416.0,36.0,20249.0,112412.0,64813.0,23536.0,21245.0,90.3,365.0,345.0,0.0,421.0,523.0,54.0,2.0,8.0,1.0,3025.0,400.0,375.0,51.6
13,Parma,25.0,43.6,38.0,418.0,3420.0,53.0,38.0,4.0,6.0,81.0,1.0,1.39,1.0,2.39,1.29,2.29,46.6,42.1,31.1,1.23,0.82,2.05,1.11,1.93,38.0,38.0,3420.0,57.0,1.5,201.0,148.0,0.751,14.0,7.0,17.0,6.0,15.8,11.0,7.0,3.0,1.0,38.0,1.0,10.0,0.0,58.1,0.26,1.1,0.03,287.0,586.0,49.0,868.0,130.0,49.5,40.9,368.0,42.4,34.1,424.0,14.0,3.3,8.0,0.21,12.8,453.0,145.0,21.0,32.0,11.92,3.82,0.11,0.34,0.09,6.4,6.9,12330.0,15701.0,78.5,265390.0,94529.0,246.0,600.0,41.0,8426.0,9732.0,86.6,3658.0,5369.0,68.1,6.9,327.0,888.0,238.0,52.0,1459.0,13798.0,1903.0,527.0,31.0,2320.0,623.0,596.0,165.0,68.0,49.0,20.0,9391.0,2501.0,3809.0,4938.0,8828.0,570.0,734.0,209.0,54.0,304.0,273.0,400.0,698.0,18.37,514.0,67.0,51.0,27.0,38.0,89.0,2.34,61.0,8.0,9.0,5.0,5.0,1.0,644.0,405.0,350.0,230.0,64.0,244.0,741.0,32.9,497.0,6214.0,1646.0,26.5,2482.0,2604.0,1128.0,683.0,200.0,1.0,483.0,396.0,971.0,10.0,20215.0,2935.0,7596.0,9062.0,4847.0,833.0,18342.0,391.0,660.0,59.2,420.0,32.0,12220.0,78008.0,45383.0,14624.0,12330.0,84.3,491.0,397.0,0.0,520.0,467.0,60.0,4.0,11.0,0.0,2924.0,541.0,473.0,53.4
14,Roma,31.0,52.9,38.0,418.0,3420.0,73.0,47.0,12.0,14.0,111.0,7.0,1.92,1.24,3.16,1.61,2.84,72.5,62.2,47.1,1.91,1.24,3.15,1.64,2.88,38.0,38.0,3420.0,51.0,1.34,147.0,102.0,0.714,21.0,7.0,10.0,7.0,18.4,10.0,9.0,1.0,0.0,38.0,1.0,5.0,0.0,49.2,0.28,-1.8,-0.05,205.0,445.0,46.1,1025.0,214.0,34.8,33.5,247.0,35.6,34.8,296.0,20.0,6.8,28.0,0.74,14.5,632.0,198.0,35.0,31.3,16.63,5.21,0.1,0.31,0.1,0.5,-1.2,16108.0,19367.0,83.2,328727.0,101263.0,191.0,596.0,32.0,11706.0,13044.0,89.7,4211.0,5727.0,73.5,-0.1,471.0,1164.0,357.0,84.0,1635.0,17576.0,1791.0,527.0,61.0,3043.0,634.0,789.0,265.0,60.0,137.0,26.0,13431.0,2607.0,3329.0,4963.0,12579.0,525.0,662.0,295.0,36.0,285.0,246.0,449.0,1026.0,27.0,745.0,90.0,77.0,53.0,57.0,126.0,3.32,88.0,7.0,7.0,8.0,12.0,4.0,551.0,341.0,239.0,215.0,97.0,175.0,539.0,32.5,364.0,5082.0,1461.0,28.7,1592.0,2333.0,1157.0,531.0,117.0,2.0,414.0,424.0,771.0,19.0,23492.0,2442.0,7218.0,11606.0,6550.0,1103.0,21718.0,429.0,695.0,61.7,462.0,33.0,15560.0,108145.0,61404.0,18375.0,16108.0,87.7,435.0,360.0,4.0,541.0,437.0,45.0,7.0,9.0,0.0,3090.0,545.0,408.0,57.2
15,Sampdoria,31.0,42.4,38.0,418.0,3420.0,48.0,25.0,9.0,12.0,111.0,7.0,1.26,0.66,1.92,1.03,1.68,51.2,42.1,30.3,1.35,0.8,2.15,1.11,1.91,38.0,38.0,3420.0,65.0,1.71,174.0,119.0,0.672,12.0,6.0,20.0,9.0,23.7,9.0,8.0,0.0,1.0,38.0,0.0,11.0,4.0,58.4,0.3,-2.6,-0.07,211.0,587.0,35.9,791.0,141.0,49.6,41.0,307.0,63.5,46.9,414.0,32.0,7.7,20.0,0.53,14.2,550.0,161.0,23.0,29.3,14.47,4.24,0.07,0.24,0.08,-3.2,-3.1,12021.0,15815.0,76.0,238324.0,86889.0,267.0,675.0,39.6,8783.0,10198.0,86.1,2971.0,4942.0,60.1,-5.3,388.0,933.0,301.0,110.0,1524.0,13918.0,1897.0,558.0,18.0,2585.0,527.0,811.0,195.0,82.0,70.0,10.0,9200.0,2640.0,3975.0,5767.0,7988.0,682.0,734.0,238.0,47.0,279.0,244.0,433.0,834.0,21.95,610.0,75.0,40.0,48.0,61.0,73.0,1.92,49.0,4.0,2.0,6.0,12.0,0.0,653.0,411.0,301.0,256.0,96.0,218.0,667.0,32.7,449.0,5978.0,1562.0,26.1,1910.0,2725.0,1343.0,621.0,129.0,2.0,492.0,385.0,902.0,11.0,20183.0,2404.0,6584.0,9410.0,5492.0,776.0,18350.0,349.0,570.0,61.2,365.0,24.0,12230.0,73038.0,40477.0,14468.0,12021.0,83.1,386.0,382.0,5.0,563.0,458.0,62.0,10.0,8.0,4.0,3303.0,583.0,630.0,48.1
16,Sassuolo,31.0,57.8,38.0,418.0,3420.0,69.0,49.0,5.0,6.0,99.0,3.0,1.82,1.29,3.11,1.68,2.97,55.9,51.4,39.4,1.47,1.04,2.51,1.35,2.39,38.0,38.0,3420.0,63.0,1.66,177.0,124.0,0.689,14.0,9.0,15.0,7.0,18.4,9.0,8.0,1.0,0.0,38.0,1.0,9.0,4.0,59.7,0.31,0.7,0.02,160.0,390.0,41.0,948.0,169.0,32.6,31.7,256.0,31.6,28.7,349.0,28.0,8.0,23.0,0.61,14.6,545.0,193.0,32.0,35.4,14.34,5.08,0.12,0.33,0.1,13.1,12.6,18700.0,21786.0,85.8,332692.0,101055.0,300.0,694.0,43.2,15036.0,16437.0,91.5,3364.0,4655.0,72.3,9.6,405.0,1210.0,319.0,45.0,1526.0,19921.0,1865.0,620.0,63.0,3362.0,458.0,557.0,207.0,100.0,67.0,20.0,16344.0,2727.0,2715.0,7144.0,13038.0,420.0,675.0,274.0,57.0,305.0,313.0,429.0,876.0,23.05,665.0,49.0,73.0,40.0,49.0,110.0,2.89,78.0,0.0,14.0,9.0,9.0,0.0,638.0,395.0,311.0,231.0,96.0,220.0,589.0,37.4,369.0,5470.0,1630.0,29.8,1886.0,2270.0,1314.0,619.0,151.0,2.0,468.0,355.0,677.0,12.0,26144.0,2695.0,8001.0,13298.0,6689.0,948.0,24344.0,511.0,795.0,64.3,546.0,35.0,18372.0,109566.0,64497.0,20841.0,18700.0,89.7,401.0,462.0,1.0,497.0,558.0,64.0,4.0,9.0,4.0,2939.0,328.0,422.0,43.7
17,SPAL,34.0,46.8,38.0,418.0,3420.0,27.0,17.0,5.0,7.0,98.0,4.0,0.71,0.45,1.16,0.58,1.03,39.0,33.7,23.1,1.03,0.61,1.63,0.89,1.49,38.0,38.0,3420.0,74.0,1.95,222.0,155.0,0.698,5.0,5.0,28.0,3.0,7.9,8.0,7.0,1.0,0.0,38.0,3.0,5.0,3.0,70.5,0.29,-3.5,-0.09,270.0,639.0,42.3,920.0,202.0,46.5,38.1,354.0,59.6,45.4,398.0,29.0,7.3,16.0,0.42,13.3,457.0,114.0,17.0,24.9,12.03,3.0,0.05,0.19,0.08,-12.0,-11.7,13451.0,16899.0,79.6,259646.0,93584.0,224.0,629.0,35.6,10144.0,11440.0,88.7,3083.0,4830.0,63.8,-6.1,335.0,933.0,235.0,71.0,1408.0,14973.0,1926.0,603.0,19.0,2712.0,420.0,701.0,158.0,61.0,61.0,11.0,10448.0,2663.0,3788.0,4543.0,10284.0,698.0,697.0,300.0,42.0,310.0,166.0,447.0,703.0,18.5,494.0,82.0,50.0,29.0,48.0,39.0,1.03,22.0,3.0,5.0,4.0,5.0,0.0,604.0,357.0,319.0,212.0,73.0,197.0,593.0,33.2,396.0,5593.0,1445.0,25.8,1964.0,2454.0,1175.0,579.0,182.0,4.0,397.0,403.0,898.0,13.0,21112.0,2804.0,7530.0,9811.0,5115.0,706.0,19253.0,393.0,605.0,65.0,414.0,20.0,13430.0,80927.0,44155.0,15586.0,13451.0,86.3,400.0,416.0,1.0,541.0,523.0,53.0,7.0,8.0,3.0,2967.0,535.0,531.0,50.2
18,Torino,27.0,47.5,38.0,418.0,3420.0,44.0,29.0,7.0,8.0,96.0,7.0,1.16,0.76,1.92,0.97,1.74,42.3,37.1,26.5,1.11,0.7,1.81,0.98,1.67,38.0,38.0,3420.0,68.0,1.79,199.0,142.0,0.709,11.0,7.0,20.0,7.0,18.4,11.0,10.0,1.0,0.0,38.0,3.0,10.0,3.0,68.4,0.3,3.4,0.09,312.0,645.0,48.4,893.0,121.0,47.3,39.5,358.0,62.3,44.5,394.0,25.0,6.3,15.0,0.39,13.3,437.0,139.0,19.0,31.8,11.5,3.66,0.08,0.27,0.09,1.7,-0.1,12627.0,16199.0,77.9,260719.0,88037.0,220.0,625.0,35.2,9013.0,10352.0,87.1,3394.0,5222.0,65.0,2.5,317.0,811.0,298.0,124.0,1326.0,14237.0,1962.0,614.0,22.0,2491.0,647.0,756.0,179.0,48.0,36.0,10.0,9827.0,2347.0,4025.0,3237.0,10953.0,604.0,707.0,192.0,56.0,330.0,238.0,438.0,675.0,17.76,462.0,79.0,50.0,36.0,47.0,71.0,1.87,37.0,9.0,8.0,12.0,4.0,1.0,661.0,401.0,335.0,248.0,78.0,215.0,611.0,35.2,396.0,5733.0,1537.0,26.8,2070.0,2425.0,1238.0,714.0,186.0,0.0,528.0,498.0,1059.0,13.0,21006.0,2680.0,7614.0,9564.0,5246.0,833.0,19100.0,496.0,783.0,63.3,529.0,15.0,13063.0,84966.0,47283.0,14983.0,12627.0,84.3,462.0,464.0,5.0,606.0,539.0,63.0,3.0,8.0,3.0,3180.0,704.0,649.0,52.0
19,Udinese,25.0,44.7,38.0,418.0,3420.0,37.0,26.0,0.0,0.0,77.0,3.0,0.97,0.68,1.66,0.97,1.66,40.5,40.5,30.3,1.07,0.8,1.86,1.07,1.86,38.0,38.0,3420.0,51.0,1.34,186.0,139.0,0.769,12.0,9.0,17.0,14.0,36.8,10.0,8.0,2.0,0.0,38.0,2.0,6.0,0.0,53.8,0.25,2.8,0.07,218.0,491.0,44.4,819.0,171.0,40.9,36.3,359.0,43.5,36.6,364.0,38.0,10.4,15.0,0.39,12.2,475.0,143.0,11.0,30.1,12.5,3.76,0.08,0.26,0.09,-3.5,-3.5,13373.0,16802.0,79.6,263187.0,91804.0,257.0,667.0,38.5,9951.0,11248.0,88.5,3165.0,4887.0,64.8,-4.3,358.0,914.0,284.0,105.0,1445.0,15038.0,1764.0,473.0,22.0,2444.0,533.0,732.0,198.0,76.0,48.0,5.0,10891.0,2488.0,3423.0,5037.0,9961.0,536.0,647.0,277.0,57.0,268.0,223.0,429.0,738.0,19.42,584.0,62.0,46.0,25.0,21.0,58.0,1.53,42.0,4.0,7.0,4.0,1.0,0.0,643.0,395.0,353.0,219.0,71.0,235.0,653.0,36.0,418.0,6207.0,1648.0,26.6,2448.0,2570.0,1189.0,640.0,178.0,0.0,462.0,369.0,850.0,9.0,21038.0,2619.0,7642.0,9704.0,5094.0,793.0,19331.0,365.0,608.0,60.0,394.0,18.0,13363.0,83422.0,47368.0,15709.0,13402.0,85.3,419.0,378.0,2.0,506.0,414.0,64.0,0.0,9.0,0.0,3019.0,477.0,530.0,47.4
