,squad,players_used,possession,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s_gk,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_og_for,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
10,Manchester City,24.0,66.9,38.0,418.0,3420.0,100.0,69.0,6.0,11.0,64.0,4.0,2.63,1.82,4.45,2.47,4.29,93.0,84.7,66.4,2.45,1.75,4.19,2.23,3.97,38.0,38.0,3418.0,35.0,0.92,107.0,73.0,0.701,26.0,3.0,9.0,17.0,44.7,3.0,3.0,0.0,0.0,38.0,1.0,4.0,1.0,33.6,0.3,-0.4,-0.01,147.0,296.0,49.7,1028.0,174.0,22.5,29.9,167.0,38.9,37.3,209.0,15.0,7.2,38.0,1.0,17.3,730.0,246.0,27.0,33.7,19.21,6.47,0.13,0.38,0.12,7.0,9.3,24266.0,27672.0,87.7,471050.0,125630.0,294.0,774.0,38.0,18201.0,19843.0,91.7,5771.0,7055.0,81.8,2.6,558.0,1914.0,604.0,98.0,2282.0,26098.0,1574.0,352.0,106.0,4132.0,807.0,919.0,297.0,101.0,63.0,26.0,21035.0,3351.0,3286.0,10230.0,15455.0,682.0,686.0,290.0,63.0,274.0,347.0,535.0,1212.0,31.89,939.0,63.0,94.0,62.0,54.0,162.0,4.26,116.0,6.0,14.0,12.0,14.0,0.0,566.0,365.0,223.0,230.0,113.0,228.0,640.0,35.6,412.0,5003.0,1584.0,31.7,1185.0,2157.0,1661.0,444.0,74.0,3.0,370.0,355.0,656.0,19.0,31552.0,2218.0,7282.0,16360.0,10068.0,1629.0,30004.0,540.0,815.0,66.3,566.0,23.0,22893.0,127664.0,75386.0,26741.0,24266.0,90.7,332.0,396.0,2.0,361.0,295.0,67.0,10.0,2.0,1.0,3452.0,515.0,468.0,52.4
11,Manchester Utd,29.0,56.2,38.0,418.0,3420.0,65.0,43.0,10.0,14.0,73.0,0.0,1.71,1.13,2.84,1.45,2.58,59.7,49.1,37.2,1.57,0.98,2.55,1.29,2.27,38.0,38.0,3420.0,36.0,0.95,125.0,92.0,0.736,18.0,12.0,8.0,13.0,34.2,3.0,3.0,0.0,0.0,38.0,1.0,8.0,1.0,37.5,0.29,2.5,0.07,120.0,311.0,38.6,669.0,148.0,33.8,34.3,265.0,32.1,34.0,288.0,15.0,5.2,11.0,0.29,13.4,528.0,200.0,33.0,37.9,13.89,5.26,0.1,0.28,0.1,5.3,5.9,17543.0,21171.0,82.9,324880.0,97583.0,284.0,786.0,36.1,13617.0,15265.0,89.2,3642.0,5120.0,71.1,5.8,401.0,1361.0,357.0,52.0,1762.0,19344.0,1827.0,470.0,43.0,3647.0,613.0,630.0,202.0,72.0,70.0,20.0,15138.0,2858.0,3175.0,5731.0,13433.0,596.0,817.0,249.0,52.0,308.0,337.0,564.0,896.0,23.58,701.0,53.0,56.0,27.0,57.0,102.0,2.68,76.0,4.0,8.0,1.0,11.0,2.0,618.0,359.0,292.0,245.0,81.0,207.0,628.0,33.0,421.0,5857.0,1650.0,28.2,1878.0,2614.0,1365.0,632.0,117.0,0.0,515.0,373.0,879.0,7.0,25675.0,2321.0,7491.0,12596.0,7341.0,990.0,23880.0,475.0,780.0,60.9,506.0,39.0,17481.0,105426.0,60975.0,20060.0,17543.0,87.5,451.0,478.0,0.0,423.0,428.0,56.0,12.0,3.0,1.0,3501.0,582.0,479.0,54.9
12,Newcastle Utd,28.0,38.6,38.0,418.0,3420.0,38.0,29.0,0.0,1.0,66.0,3.0,1.0,0.76,1.76,1.0,1.76,33.0,32.2,23.1,0.87,0.61,1.48,0.85,1.46,38.0,38.0,3420.0,58.0,1.53,190.0,134.0,0.705,11.0,11.0,16.0,11.0,28.9,2.0,2.0,0.0,0.0,38.0,2.0,11.0,2.0,66.0,0.34,10.0,0.26,295.0,778.0,37.9,756.0,121.0,63.6,48.4,337.0,88.1,64.5,384.0,20.0,5.2,14.0,0.37,12.3,397.0,127.0,14.0,32.0,10.45,3.34,0.1,0.3,0.08,5.0,5.8,10502.0,14207.0,73.9,217404.0,81708.0,202.0,576.0,35.1,7549.0,8889.0,84.9,2751.0,4742.0,58.0,5.9,293.0,766.0,190.0,67.0,1126.0,12437.0,1770.0,476.0,24.0,2794.0,563.0,578.0,151.0,61.0,58.0,12.0,8013.0,2147.0,4047.0,4099.0,7994.0,687.0,709.0,199.0,70.0,309.0,228.0,382.0,583.0,15.34,417.0,60.0,45.0,30.0,31.0,58.0,1.53,40.0,6.0,3.0,6.0,3.0,0.0,672.0,393.0,413.0,198.0,61.0,225.0,621.0,36.2,396.0,5993.0,1525.0,25.4,2579.0,2409.0,1005.0,638.0,173.0,5.0,465.0,385.0,1132.0,11.0,18719.0,2502.0,7628.0,7783.0,4334.0,594.0,16999.0,427.0,657.0,65.0,457.0,18.0,10761.0,64354.0,34431.0,12987.0,10502.0,80.9,453.0,407.0,0.0,370.0,421.0,75.0,0.0,2.0,2.0,3299.0,720.0,759.0,48.7
13,Norwich City,30.0,49.3,38.0,418.0,3420.0,25.0,18.0,2.0,2.0,68.0,3.0,0.66,0.47,1.13,0.61,1.08,38.1,36.7,26.5,1.0,0.7,1.7,0.97,1.66,38.0,38.0,3420.0,75.0,1.97,201.0,129.0,0.647,5.0,6.0,27.0,5.0,13.2,7.0,4.0,3.0,0.0,38.0,1.0,13.0,3.0,70.2,0.32,-1.8,-0.05,270.0,765.0,35.3,1261.0,190.0,45.4,39.7,350.0,55.1,44.9,407.0,28.0,6.9,18.0,0.47,14.1,409.0,124.0,16.0,30.3,10.76,3.26,0.06,0.19,0.09,-13.1,-13.7,14610.0,18291.0,79.9,270200.0,88175.0,313.0,764.0,41.0,11220.0,12673.0,88.5,3077.0,4854.0,63.4,-8.5,299.0,876.0,224.0,42.0,1200.0,16438.0,1853.0,462.0,38.0,3630.0,466.0,474.0,162.0,66.0,78.0,10.0,12108.0,2925.0,3258.0,5432.0,10799.0,649.0,767.0,284.0,44.0,351.0,275.0,448.0,636.0,16.74,467.0,50.0,48.0,37.0,33.0,36.0,0.95,27.0,2.0,3.0,2.0,1.0,1.0,715.0,433.0,418.0,219.0,78.0,252.0,775.0,32.5,523.0,6474.0,1782.0,27.5,2684.0,2600.0,1190.0,713.0,197.0,6.0,516.0,390.0,1035.0,16.0,23022.0,3273.0,9318.0,9989.0,5160.0,734.0,21235.0,451.0,731.0,61.7,483.0,33.0,14490.0,86382.0,46863.0,17229.0,14610.0,84.8,478.0,466.0,0.0,363.0,430.0,50.0,1.0,7.0,3.0,3330.0,516.0,657.0,44.0
14,Sheffield Utd,26.0,43.1,38.0,418.0,3420.0,36.0,25.0,1.0,1.0,63.0,2.0,0.95,0.66,1.61,0.92,1.58,41.6,40.8,31.6,1.09,0.83,1.92,1.07,1.9,38.0,38.0,3420.0,39.0,1.03,141.0,103.0,0.73,14.0,12.0,12.0,13.0,34.2,3.0,1.0,1.0,1.0,38.0,0.0,2.0,0.0,41.9,0.3,2.9,0.08,262.0,892.0,29.4,814.0,103.0,77.6,58.7,269.0,96.7,75.8,295.0,23.0,7.8,17.0,0.45,13.8,353.0,109.0,4.0,30.9,9.29,2.87,0.1,0.32,0.12,-5.6,-5.8,12054.0,16410.0,73.5,243261.0,85796.0,233.0,719.0,32.4,8856.0,10420.0,85.0,2965.0,5271.0,56.3,-6.6,266.0,997.0,295.0,91.0,1415.0,14598.0,1812.0,374.0,22.0,3106.0,622.0,864.0,212.0,142.0,29.0,15.0,8791.0,2927.0,4692.0,5110.0,8608.0,951.0,880.0,185.0,72.0,449.0,204.0,497.0,545.0,14.34,402.0,61.0,34.0,28.0,17.0,59.0,1.55,42.0,2.0,5.0,6.0,1.0,3.0,653.0,392.0,339.0,230.0,84.0,212.0,642.0,33.0,430.0,6386.0,1771.0,27.7,2123.0,2724.0,1539.0,618.0,125.0,2.0,493.0,420.0,1243.0,12.0,20791.0,2311.0,6363.0,8946.0,6493.0,824.0,19017.0,364.0,540.0,67.4,387.0,22.0,11989.0,64547.0,32548.0,15040.0,12054.0,80.1,418.0,371.0,1.0,410.0,306.0,78.0,1.0,3.0,0.0,3675.0,891.0,857.0,51.0
15,Southampton,25.0,49.3,38.0,418.0,3420.0,51.0,32.0,2.0,5.0,55.0,4.0,1.34,0.84,2.18,1.29,2.13,53.7,49.7,31.2,1.41,0.82,2.23,1.31,2.13,38.0,38.0,3420.0,60.0,1.58,163.0,107.0,0.65,15.0,7.0,16.0,9.0,23.7,4.0,3.0,1.0,0.0,38.0,1.0,5.0,1.0,57.6,0.34,-1.4,-0.04,243.0,746.0,32.6,815.0,98.0,65.0,48.5,256.0,84.4,61.2,339.0,26.0,7.7,22.0,0.58,15.3,497.0,169.0,27.0,34.0,13.08,4.45,0.1,0.29,0.1,-2.7,-0.7,12481.0,16900.0,73.9,239289.0,84477.0,277.0,701.0,39.5,9427.0,11242.0,83.9,2777.0,4957.0,56.0,0.8,333.0,983.0,306.0,70.0,1482.0,14943.0,1957.0,448.0,39.0,3169.0,479.0,689.0,209.0,89.0,84.0,26.0,9386.0,2863.0,4651.0,3119.0,10989.0,1045.0,947.0,213.0,51.0,404.0,245.0,444.0,717.0,18.87,496.0,67.0,62.0,39.0,53.0,68.0,1.79,38.0,4.0,10.0,8.0,8.0,0.0,790.0,483.0,373.0,310.0,107.0,290.0,857.0,33.8,567.0,6821.0,2106.0,30.9,2187.0,2922.0,1712.0,694.0,147.0,0.0,547.0,400.0,1276.0,20.0,22029.0,2217.0,6593.0,10572.0,6062.0,900.0,20097.0,455.0,739.0,61.6,490.0,23.0,12531.0,73477.0,39027.0,15420.0,12481.0,80.9,515.0,431.0,1.0,450.0,389.0,58.0,4.0,4.0,1.0,3965.0,792.0,899.0,46.8
16,Tottenham,29.0,52.2,38.0,418.0,3420.0,56.0,39.0,3.0,4.0,84.0,3.0,1.47,1.03,2.5,1.39,2.42,45.5,42.4,30.5,1.2,0.8,2.0,1.12,1.92,38.0,38.0,3420.0,47.0,1.24,172.0,130.0,0.756,16.0,11.0,11.0,8.0,21.1,7.0,5.0,2.0,0.0,38.0,1.0,4.0,2.0,52.5,0.28,7.5,0.2,215.0,574.0,37.5,795.0,140.0,47.9,39.8,289.0,66.8,50.8,355.0,20.0,5.6,16.0,0.42,12.7,439.0,155.0,21.0,35.3,11.55,4.08,0.12,0.34,0.1,10.5,10.6,15794.0,19704.0,80.2,306118.0,94501.0,265.0,723.0,36.7,11830.0,13376.0,88.4,3699.0,5605.0,66.0,8.5,327.0,1144.0,302.0,51.0,1511.0,17883.0,1821.0,464.0,48.0,3327.0,496.0,636.0,199.0,92.0,52.0,24.0,13099.0,2949.0,3656.0,5408.0,12079.0,739.0,784.0,225.0,62.0,266.0,314.0,488.0,694.0,18.26,530.0,42.0,54.0,31.0,35.0,87.0,2.29,55.0,3.0,12.0,12.0,3.0,2.0,708.0,445.0,353.0,292.0,63.0,213.0,689.0,30.9,476.0,6209.0,1752.0,28.2,2280.0,2730.0,1199.0,659.0,168.0,2.0,491.0,369.0,1074.0,11.0,24347.0,2655.0,7926.0,11794.0,6111.0,815.0,22571.0,467.0,804.0,58.1,510.0,33.0,15693.0,90195.0,49135.0,18554.0,15794.0,85.1,410.0,470.0,1.0,423.0,424.0,66.0,4.0,7.0,2.0,3566.0,631.0,643.0,49.5
17,Watford,26.0,42.5,38.0,418.0,3420.0,35.0,21.0,7.0,8.0,80.0,3.0,0.92,0.55,1.47,0.74,1.29,45.7,39.6,28.7,1.2,0.75,1.96,1.04,1.8,38.0,38.0,3420.0,64.0,1.68,166.0,109.0,0.663,8.0,10.0,20.0,9.0,23.7,9.0,8.0,1.0,0.0,38.0,3.0,7.0,3.0,58.2,0.31,-2.8,-0.07,323.0,976.0,33.1,911.0,122.0,77.4,54.3,292.0,92.8,67.6,366.0,37.0,10.1,42.0,1.11,15.6,410.0,114.0,18.0,27.8,10.79,3.0,0.07,0.25,0.1,-10.7,-11.6,11207.0,15413.0,72.7,221942.0,84885.0,279.0,691.0,40.4,8202.0,9831.0,83.4,2726.0,4891.0,55.7,-7.7,287.0,892.0,267.0,79.0,1359.0,13611.0,1802.0,405.0,29.0,2720.0,495.0,667.0,167.0,68.0,50.0,25.0,8148.0,2882.0,4383.0,3829.0,9041.0,866.0,835.0,208.0,62.0,297.0,245.0,429.0,618.0,16.26,445.0,54.0,42.0,35.0,42.0,48.0,1.26,30.0,4.0,2.0,4.0,8.0,0.0,683.0,429.0,354.0,244.0,85.0,238.0,775.0,30.7,537.0,6756.0,1842.0,27.3,2316.0,2948.0,1492.0,622.0,155.0,5.0,467.0,405.0,1098.0,12.0,19956.0,2253.0,6442.0,9052.0,5489.0,875.0,18180.0,358.0,615.0,58.2,380.0,15.0,11588.0,64448.0,35230.0,14072.0,11207.0,79.6,446.0,411.0,2.0,481.0,342.0,68.0,7.0,9.0,3.0,3706.0,803.0,793.0,50.3
18,West Ham,29.0,44.0,38.0,418.0,3420.0,49.0,36.0,4.0,4.0,64.0,1.0,1.29,0.95,2.24,1.18,2.13,46.1,43.0,31.6,1.21,0.83,2.04,1.13,1.96,38.0,38.0,3420.0,62.0,1.63,178.0,124.0,0.68,10.0,9.0,19.0,7.0,18.4,6.0,5.0,1.0,0.0,38.0,2.0,7.0,3.0,58.2,0.3,-0.8,-0.02,326.0,815.0,40.0,776.0,129.0,70.1,50.4,292.0,92.8,64.5,374.0,16.0,4.3,12.0,0.32,11.8,414.0,157.0,13.0,37.9,10.89,4.13,0.11,0.29,0.11,2.9,2.0,12388.0,16488.0,75.1,240756.0,90739.0,303.0,828.0,36.6,9168.0,10793.0,84.9,2917.0,4867.0,59.9,4.4,318.0,971.0,259.0,85.0,1398.0,14651.0,1837.0,439.0,35.0,3153.0,501.0,732.0,190.0,94.0,53.0,25.0,9317.0,2744.0,4427.0,4629.0,9427.0,769.0,816.0,223.0,56.0,308.0,250.0,533.0,653.0,17.18,471.0,73.0,40.0,28.0,41.0,82.0,2.16,54.0,7.0,6.0,6.0,9.0,0.0,720.0,470.0,400.0,253.0,67.0,230.0,763.0,30.1,533.0,6464.0,1795.0,27.8,2434.0,2787.0,1243.0,634.0,127.0,1.0,507.0,422.0,928.0,11.0,20828.0,2284.0,6462.0,9958.0,5606.0,832.0,19022.0,407.0,646.0,63.0,430.0,23.0,12520.0,76101.0,39292.0,15315.0,12388.0,80.9,399.0,408.0,1.0,386.0,345.0,66.0,3.0,6.0,3.0,3536.0,808.0,783.0,50.8
19,Wolves,21.0,48.3,38.0,418.0,3420.0,49.0,34.0,4.0,4.0,61.0,2.0,1.29,0.89,2.18,1.18,2.08,46.6,43.6,32.0,1.23,0.84,2.07,1.15,1.99,38.0,38.0,3420.0,40.0,1.05,120.0,80.0,0.675,15.0,14.0,9.0,13.0,34.2,3.0,1.0,2.0,0.0,38.0,1.0,7.0,1.0,39.8,0.32,0.8,0.02,282.0,583.0,48.4,580.0,124.0,59.7,44.6,282.0,84.0,55.7,350.0,15.0,4.3,8.0,0.21,12.4,453.0,142.0,12.0,31.3,11.92,3.74,0.1,0.32,0.1,2.4,1.4,14072.0,17896.0,78.6,297656.0,97753.0,215.0,664.0,32.4,9815.0,11411.0,86.0,4042.0,5821.0,69.4,2.0,327.0,1015.0,230.0,81.0,1410.0,16119.0,1777.0,403.0,34.0,3044.0,705.0,695.0,193.0,41.0,83.0,12.0,10118.0,3311.0,4467.0,3845.0,11600.0,863.0,821.0,237.0,45.0,328.0,255.0,470.0,686.0,18.05,477.0,63.0,70.0,32.0,42.0,82.0,2.16,48.0,8.0,8.0,8.0,8.0,2.0,716.0,423.0,398.0,254.0,64.0,266.0,730.0,36.4,464.0,6253.0,1710.0,27.3,2377.0,2816.0,1060.0,608.0,128.0,1.0,480.0,425.0,972.0,13.0,22382.0,2102.0,7283.0,10927.0,5473.0,843.0,20636.0,519.0,818.0,63.4,561.0,32.0,14113.0,82977.0,48556.0,16704.0,14072.0,84.2,447.0,454.0,2.0,406.0,361.0,49.0,4.0,3.0,1.0,3571.0,720.0,700.0,50.7
