,squad,players_used,possession,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s_gk,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_og_for,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
10,Leganés,29.0,43.8,38.0,418.0,3420.0,30.0,19.0,3.0,5.0,127.0,4.0,0.79,0.5,1.29,0.71,1.21,37.1,33.2,23.5,0.98,0.62,1.59,0.87,1.49,38.0,38.0,3419.0,51.0,1.34,133.0,89.0,0.662,8.0,12.0,18.0,9.0,23.7,7.0,6.0,1.0,0.0,38.0,2.0,8.0,1.0,45.3,0.3,-4.7,-0.12,279.0,798.0,35.0,827.0,167.0,65.2,50.4,293.0,88.4,66.6,342.0,39.0,11.4,41.0,1.08,16.5,421.0,141.0,27.0,33.5,11.08,3.71,0.06,0.19,0.08,-7.1,-6.2,10468.0,14584.0,71.8,211297.0,84058.0,242.0,649.0,37.3,7558.0,8976.0,84.2,2668.0,4959.0,53.8,-4.5,275.0,880.0,231.0,97.0,1391.0,12590.0,1994.0,569.0,28.0,2460.0,577.0,773.0,157.0,36.0,85.0,10.0,7347.0,2601.0,4636.0,4206.0,7743.0,926.0,885.0,244.0,68.0,417.0,200.0,415.0,606.0,15.95,418.0,66.0,44.0,32.0,46.0,48.0,1.26,34.0,3.0,1.0,3.0,7.0,0.0,639.0,389.0,339.0,229.0,71.0,220.0,602.0,36.5,382.0,5723.0,1584.0,27.7,1855.0,2620.0,1248.0,543.0,79.0,1.0,464.0,420.0,1065.0,4.0,18955.0,1869.0,5893.0,9222.0,4876.0,703.0,17012.0,340.0,574.0,59.2,377.0,27.0,10794.0,62420.0,32525.0,13104.0,10468.0,79.9,455.0,383.0,2.0,591.0,500.0,75.0,4.0,7.0,1.0,3522.0,737.0,811.0,47.6
11,Levante,29.0,48.4,38.0,418.0,3420.0,45.0,28.0,5.0,5.0,79.0,5.0,1.18,0.74,1.92,1.05,1.79,41.9,38.1,29.6,1.1,0.78,1.88,1.0,1.78,38.0,38.0,3420.0,53.0,1.39,211.0,160.0,0.763,14.0,7.0,17.0,6.0,15.8,7.0,3.0,3.0,1.0,38.0,1.0,9.0,2.0,59.0,0.27,8.0,0.21,211.0,579.0,36.4,824.0,202.0,49.9,41.6,357.0,47.1,40.8,412.0,27.0,6.6,31.0,0.82,14.1,416.0,128.0,20.0,30.8,10.95,3.37,0.1,0.31,0.09,3.1,1.9,12463.0,16087.0,77.5,247503.0,91416.0,217.0,630.0,34.4,9177.0,10494.0,87.4,3069.0,4963.0,61.8,-1.6,311.0,892.0,249.0,77.0,1449.0,14156.0,1931.0,546.0,52.0,2471.0,626.0,703.0,189.0,75.0,47.0,19.0,9558.0,2911.0,3618.0,4417.0,9649.0,677.0,748.0,274.0,78.0,391.0,187.0,431.0,658.0,17.32,492.0,56.0,42.0,29.0,39.0,76.0,2.0,53.0,3.0,6.0,6.0,8.0,0.0,548.0,319.0,301.0,190.0,57.0,185.0,543.0,34.1,358.0,4985.0,1311.0,26.3,1704.0,2242.0,1039.0,539.0,119.0,0.0,420.0,333.0,1005.0,7.0,20356.0,2651.0,7558.0,9478.0,4499.0,696.0,18489.0,394.0,670.0,58.8,429.0,24.0,12554.0,75336.0,41687.0,14968.0,12463.0,83.3,459.0,383.0,4.0,467.0,461.0,81.0,5.0,7.0,2.0,3117.0,472.0,538.0,46.7
12,Mallorca,32.0,44.6,38.0,418.0,3420.0,39.0,21.0,8.0,10.0,93.0,5.0,1.03,0.55,1.58,0.82,1.37,39.2,31.7,22.2,1.03,0.59,1.62,0.83,1.42,38.0,38.0,3420.0,65.0,1.71,174.0,123.0,0.713,9.0,6.0,23.0,5.0,13.2,16.0,15.0,1.0,0.0,38.0,2.0,8.0,1.0,61.9,0.28,-2.1,-0.06,266.0,720.0,36.9,932.0,189.0,56.1,43.4,321.0,61.4,50.5,373.0,37.0,9.9,25.0,0.66,13.7,409.0,117.0,22.0,28.6,10.76,3.08,0.08,0.26,0.08,-0.2,-0.7,11932.0,15603.0,76.5,229896.0,87462.0,315.0,726.0,43.4,8872.0,10369.0,85.6,2745.0,4508.0,60.9,-1.2,294.0,822.0,224.0,80.0,1332.0,13645.0,1958.0,576.0,10.0,3022.0,452.0,683.0,171.0,58.0,57.0,11.0,9363.0,2527.0,3713.0,3421.0,9881.0,699.0,789.0,302.0,51.0,345.0,224.0,455.0,656.0,17.26,459.0,68.0,44.0,26.0,58.0,65.0,1.71,40.0,1.0,7.0,5.0,11.0,1.0,607.0,389.0,324.0,224.0,59.0,215.0,592.0,36.3,377.0,5626.0,1526.0,27.1,2031.0,2512.0,1083.0,561.0,125.0,1.0,436.0,391.0,776.0,8.0,19860.0,2495.0,6874.0,9223.0,5077.0,737.0,17940.0,382.0,634.0,60.3,409.0,18.0,12287.0,82292.0,45763.0,14370.0,11932.0,83.0,509.0,481.0,4.0,509.0,527.0,58.0,8.0,16.0,2.0,3305.0,593.0,674.0,46.8
13,Osasuna,31.0,47.5,38.0,418.0,3420.0,46.0,26.0,8.0,8.0,110.0,6.0,1.21,0.68,1.89,1.0,1.68,44.7,38.6,29.1,1.18,0.77,1.94,1.02,1.78,38.0,38.0,3418.0,54.0,1.42,138.0,87.0,0.645,13.0,13.0,12.0,11.0,28.9,5.0,5.0,0.0,0.0,38.0,3.0,5.0,0.0,49.7,0.33,-4.3,-0.11,345.0,934.0,36.9,899.0,141.0,74.1,52.7,304.0,88.2,62.8,341.0,28.0,8.2,29.0,0.76,14.9,453.0,142.0,22.0,31.3,11.92,3.74,0.08,0.27,0.09,1.3,-0.6,11101.0,15681.0,70.8,233593.0,91799.0,200.0,659.0,30.3,7815.0,9591.0,81.5,3086.0,5431.0,56.8,-3.1,324.0,941.0,277.0,102.0,1594.0,13645.0,2036.0,533.0,30.0,2645.0,629.0,741.0,179.0,62.0,71.0,7.0,7505.0,3259.0,4917.0,4783.0,7853.0,1163.0,925.0,254.0,67.0,448.0,226.0,489.0,686.0,18.05,504.0,84.0,31.0,33.0,34.0,65.0,1.71,46.0,7.0,2.0,5.0,5.0,0.0,641.0,389.0,297.0,278.0,66.0,225.0,597.0,37.7,372.0,5499.0,1663.0,30.2,1532.0,2723.0,1244.0,612.0,105.0,2.0,507.0,437.0,1117.0,15.0,20185.0,2108.0,6184.0,9989.0,5057.0,749.0,18195.0,334.0,538.0,62.1,356.0,17.0,11040.0,62816.0,34257.0,14128.0,11101.0,78.6,505.0,413.0,3.0,551.0,411.0,80.0,2.0,5.0,0.0,3941.0,841.0,855.0,49.6
14,Real Madrid,26.0,59.1,38.0,418.0,3420.0,70.0,52.0,11.0,11.0,82.0,4.0,1.84,1.37,3.21,1.55,2.92,63.8,55.4,44.5,1.68,1.17,2.85,1.46,2.63,38.0,38.0,3420.0,25.0,0.66,108.0,84.0,0.787,26.0,9.0,3.0,19.0,50.0,2.0,2.0,0.0,0.0,38.0,0.0,5.0,0.0,27.7,0.25,2.7,0.07,106.0,347.0,30.5,971.0,226.0,25.3,32.5,248.0,40.7,40.5,324.0,26.0,8.0,27.0,0.71,14.7,553.0,222.0,17.0,40.1,14.55,5.84,0.11,0.27,0.1,6.2,3.6,20329.0,23814.0,85.4,387821.0,114272.0,374.0,867.0,43.1,15256.0,16663.0,91.6,4699.0,6284.0,74.8,7.5,435.0,1449.0,437.0,104.0,1786.0,21985.0,1829.0,539.0,58.0,3105.0,1051.0,773.0,193.0,43.0,70.0,12.0,16697.0,3193.0,3924.0,5513.0,16135.0,707.0,785.0,378.0,68.0,352.0,302.0,479.0,903.0,23.76,709.0,63.0,57.0,34.0,40.0,119.0,3.13,87.0,6.0,5.0,4.0,17.0,0.0,625.0,415.0,272.0,267.0,86.0,207.0,597.0,34.7,390.0,5071.0,1507.0,29.7,1468.0,2469.0,1134.0,562.0,88.0,3.0,474.0,387.0,603.0,14.0,27878.0,2455.0,7970.0,13775.0,7788.0,1184.0,26119.0,463.0,775.0,59.7,505.0,21.0,18869.0,106798.0,58654.0,22895.0,20329.0,88.8,462.0,353.0,3.0,487.0,474.0,84.0,11.0,2.0,0.0,3291.0,489.0,393.0,55.4
15,Real Sociedad,27.0,56.6,38.0,418.0,3420.0,53.0,38.0,4.0,5.0,79.0,2.0,1.39,1.0,2.39,1.29,2.29,45.2,41.6,32.6,1.19,0.86,2.05,1.09,1.95,38.0,38.0,3420.0,48.0,1.26,138.0,98.0,0.703,16.0,8.0,14.0,9.0,23.7,9.0,7.0,1.0,1.0,38.0,2.0,4.0,1.0,41.4,0.25,-5.6,-0.15,271.0,576.0,47.0,1125.0,138.0,35.9,35.2,243.0,70.8,51.9,291.0,24.0,8.2,34.0,0.89,16.8,418.0,139.0,12.0,33.3,11.0,3.66,0.12,0.35,0.1,7.8,7.4,16043.0,19925.0,80.5,314104.0,100242.0,253.0,719.0,35.2,12151.0,13837.0,87.8,3639.0,5369.0,67.8,5.4,320.0,1082.0,340.0,92.0,1757.0,17951.0,1974.0,599.0,35.0,3356.0,485.0,732.0,180.0,84.0,35.0,16.0,13146.0,2889.0,3890.0,7006.0,10366.0,875.0,868.0,231.0,68.0,377.0,279.0,507.0,672.0,17.68,512.0,58.0,36.0,26.0,39.0,84.0,2.21,62.0,5.0,5.0,7.0,4.0,1.0,578.0,360.0,256.0,258.0,64.0,221.0,598.0,37.0,377.0,5045.0,1492.0,29.6,1446.0,2408.0,1191.0,527.0,89.0,1.0,438.0,328.0,969.0,6.0,24152.0,2567.0,7802.0,12291.0,5601.0,863.0,22261.0,353.0,590.0,59.8,371.0,14.0,15858.0,92857.0,50834.0,18683.0,16045.0,85.9,452.0,418.0,2.0,501.0,485.0,77.0,2.0,9.0,1.0,3419.0,797.0,645.0,55.3
16,Sevilla,26.0,58.4,38.0,418.0,3420.0,53.0,35.0,7.0,7.0,97.0,1.0,1.39,0.92,2.32,1.21,2.13,47.0,41.9,32.5,1.24,0.85,2.09,1.1,1.96,38.0,38.0,3420.0,34.0,0.89,116.0,86.0,0.733,19.0,13.0,6.0,17.0,44.7,4.0,3.0,1.0,0.0,38.0,3.0,3.0,1.0,30.0,0.24,-3.0,-0.08,220.0,500.0,44.0,811.0,179.0,40.3,37.2,279.0,62.0,48.6,299.0,23.0,7.7,18.0,0.47,14.2,475.0,163.0,17.0,34.3,12.5,4.29,0.1,0.28,0.09,6.0,4.1,17660.0,21502.0,82.1,358644.0,109957.0,285.0,740.0,38.5,12846.0,14457.0,88.9,4529.0,6305.0,71.8,2.5,352.0,1264.0,373.0,123.0,1769.0,19533.0,1969.0,552.0,46.0,2936.0,952.0,890.0,229.0,68.0,86.0,6.0,13924.0,3378.0,4200.0,4829.0,14265.0,828.0,835.0,287.0,78.0,415.0,255.0,528.0,732.0,19.26,537.0,71.0,49.0,34.0,40.0,86.0,2.26,57.0,7.0,8.0,5.0,8.0,1.0,612.0,397.0,292.0,259.0,61.0,265.0,670.0,39.6,405.0,5047.0,1531.0,30.3,1513.0,2410.0,1124.0,517.0,110.0,3.0,407.0,353.0,1002.0,9.0,25792.0,2394.0,7978.0,12751.0,6534.0,991.0,23877.0,433.0,669.0,64.7,467.0,15.0,17046.0,92569.0,50732.0,20169.0,17660.0,87.6,471.0,450.0,1.0,522.0,481.0,92.0,4.0,4.0,1.0,3439.0,731.0,640.0,53.3
17,Valencia,28.0,48.9,38.0,418.0,3420.0,44.0,34.0,5.0,8.0,80.0,8.0,1.16,0.89,2.05,1.03,1.92,40.4,34.4,29.1,1.06,0.77,1.83,0.9,1.67,38.0,38.0,3420.0,53.0,1.39,182.0,136.0,0.747,14.0,11.0,13.0,8.0,21.1,9.0,7.0,2.0,0.0,38.0,3.0,7.0,1.0,50.7,0.25,-1.3,-0.03,246.0,668.0,36.8,878.0,194.0,48.4,39.2,338.0,71.9,55.4,443.0,28.0,6.3,18.0,0.47,12.8,326.0,112.0,18.0,34.4,8.58,2.95,0.12,0.35,0.11,3.6,4.6,14566.0,18060.0,80.7,296840.0,95710.0,223.0,537.0,41.5,10621.0,11934.0,89.0,3722.0,5589.0,66.6,4.9,254.0,1016.0,282.0,70.0,1439.0,16181.0,1879.0,595.0,24.0,2741.0,651.0,676.0,169.0,49.0,74.0,13.0,11646.0,2643.0,3771.0,4544.0,11485.0,648.0,687.0,322.0,90.0,370.0,236.0,373.0,539.0,14.18,397.0,53.0,31.0,14.0,43.0,79.0,2.08,55.0,5.0,9.0,1.0,8.0,1.0,507.0,339.0,264.0,189.0,54.0,182.0,575.0,31.7,393.0,5285.0,1357.0,25.7,1910.0,2309.0,1066.0,546.0,139.0,1.0,407.0,376.0,956.0,10.0,21958.0,2790.0,7972.0,10515.0,4832.0,709.0,20177.0,353.0,557.0,63.4,376.0,13.0,14245.0,84455.0,44475.0,16844.0,14566.0,86.5,444.0,341.0,3.0,416.0,541.0,100.0,5.0,8.0,1.0,2912.0,530.0,529.0,50.0
18,Valladolid,30.0,44.3,38.0,418.0,3420.0,31.0,19.0,3.0,6.0,84.0,0.0,0.82,0.5,1.32,0.74,1.24,35.6,31.0,22.5,0.94,0.59,1.53,0.82,1.41,38.0,38.0,3420.0,43.0,1.13,134.0,98.0,0.731,9.0,15.0,14.0,12.0,31.6,8.0,7.0,1.0,0.0,38.0,2.0,5.0,0.0,49.2,0.32,6.2,0.16,266.0,837.0,31.8,794.0,129.0,67.5,49.0,366.0,82.2,59.7,395.0,20.0,5.1,14.0,0.37,12.0,371.0,120.0,30.0,32.3,9.76,3.16,0.08,0.23,0.08,-4.6,-3.0,11193.0,15184.0,73.7,229913.0,81510.0,189.0,614.0,30.8,8097.0,9491.0,85.3,2907.0,5079.0,57.2,-3.5,253.0,821.0,166.0,60.0,1269.0,13190.0,1994.0,582.0,28.0,2548.0,600.0,647.0,161.0,53.0,51.0,16.0,8410.0,2590.0,4184.0,4248.0,8644.0,805.0,804.0,229.0,67.0,403.0,196.0,423.0,574.0,15.11,407.0,44.0,45.0,24.0,53.0,53.0,1.39,34.0,2.0,3.0,6.0,7.0,1.0,610.0,397.0,347.0,221.0,42.0,209.0,671.0,31.1,462.0,5729.0,1518.0,26.5,2071.0,2667.0,991.0,622.0,123.0,2.0,499.0,400.0,1011.0,12.0,19441.0,2299.0,6704.0,9739.0,4102.0,545.0,17475.0,329.0,584.0,56.3,351.0,18.0,11459.0,70819.0,36834.0,13686.0,11195.0,81.8,434.0,354.0,0.0,484.0,530.0,81.0,6.0,8.0,0.0,3320.0,562.0,716.0,44.0
19,Villarreal,25.0,53.2,38.0,418.0,3420.0,62.0,40.0,10.0,11.0,78.0,1.0,1.63,1.05,2.68,1.37,2.42,56.8,48.4,36.8,1.49,0.97,2.46,1.27,2.24,38.0,38.0,3420.0,49.0,1.29,159.0,120.0,0.742,18.0,6.0,14.0,12.0,31.6,9.0,8.0,1.0,0.0,38.0,0.0,10.0,2.0,46.5,0.24,-0.5,-0.01,189.0,506.0,37.4,867.0,165.0,38.3,36.4,324.0,53.7,44.2,400.0,22.0,5.5,19.0,0.5,13.6,474.0,157.0,15.0,33.1,12.47,4.13,0.11,0.33,0.11,5.2,3.6,16361.0,19925.0,82.1,335327.0,104154.0,224.0,616.0,36.4,11695.0,13086.0,89.4,4442.0,6223.0,71.4,3.2,349.0,1162.0,300.0,89.0,1566.0,18049.0,1876.0,511.0,47.0,2794.0,747.0,628.0,147.0,40.0,58.0,12.0,12947.0,3054.0,3924.0,7288.0,10445.0,761.0,804.0,278.0,65.0,336.0,247.0,425.0,771.0,20.29,591.0,56.0,48.0,36.0,39.0,107.0,2.82,71.0,2.0,9.0,11.0,13.0,1.0,575.0,358.0,261.0,258.0,56.0,214.0,624.0,34.3,410.0,5597.0,1540.0,27.5,1811.0,2761.0,1025.0,589.0,127.0,1.0,462.0,358.0,992.0,8.0,24210.0,2720.0,8163.0,12023.0,5406.0,842.0,22389.0,419.0,673.0,62.3,446.0,17.0,15651.0,87357.0,47922.0,18932.0,16361.0,86.4,485.0,354.0,0.0,483.0,423.0,71.0,10.0,9.0,2.0,3170.0,499.0,594.0,45.7
